:START_ID,:END_ID,:TYPE,relation,confidence,weight:float,source_file
he_semantic_slam,paper_0047,HAS_MEMBER,participate_in,INFERRED,0.7,0047_[SLAM]_FGS-SLAM Fourier-based Gaussian Splatting for Real-time SLAM with Sparse and Dense Map.md
he_semantic_slam,paper_0050,HAS_MEMBER,participate_in,INFERRED,0.7,0047_[SLAM]_FGS-SLAM Fourier-based Gaussian Splatting for Real-time SLAM with Sparse and Dense Map.md
he_semantic_slam,paper_0051,HAS_MEMBER,participate_in,INFERRED,0.7,0047_[SLAM]_FGS-SLAM Fourier-based Gaussian Splatting for Real-time SLAM with Sparse and Dense Map.md
he_semantic_slam,paper_0053,HAS_MEMBER,participate_in,INFERRED,0.7,0047_[SLAM]_FGS-SLAM Fourier-based Gaussian Splatting for Real-time SLAM with Sparse and Dense Map.md
hyperedge_3dgs_localization,0128_GSLoc,HAS_MEMBER,participate_in,INFERRED,0.7,0128_[Robotics]_GSLoc Visual Localization with 3D Gaussian Splatting.md
hyperedge_3dgs_localization,0129_LoGS,HAS_MEMBER,participate_in,INFERRED,0.7,0128_[Robotics]_GSLoc Visual Localization with 3D Gaussian Splatting.md
hyperedge_3dgs_localization,0130_GSplatLoc,HAS_MEMBER,participate_in,INFERRED,0.7,0128_[Robotics]_GSLoc Visual Localization with 3D Gaussian Splatting.md
hyperedge_active_reconstruction,0100_HGSPlanner,HAS_MEMBER,participate_in,INFERRED,0.7,0100_[Robotics]_HGS-Planner Hierarchical Planning Framework for Active Scene Reconstruct.md
hyperedge_active_reconstruction,0101_RTGuIDE,HAS_MEMBER,participate_in,INFERRED,0.7,0100_[Robotics]_HGS-Planner Hierarchical Planning Framework for Active Scene Reconstruct.md
hyperedge_active_reconstruction,0102_ActiveSplat,HAS_MEMBER,participate_in,INFERRED,0.7,0100_[Robotics]_HGS-Planner Hierarchical Planning Framework for Active Scene Reconstruct.md
hyperedge_active_reconstruction,0106_ActiveGS,HAS_MEMBER,participate_in,INFERRED,0.7,0100_[Robotics]_HGS-Planner Hierarchical Planning Framework for Active Scene Reconstruct.md
hyperedge_general,paper_0181_general_gsstream_3d_gaussian_splatting_based_volumetric_scene_strea,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0182_general_progs_towards_progressive_coding_for_3d_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0183_general_x_gs_an_extensible_open_framework_unifying_3dgs_architectur,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0184_general_denoisesplat_feed_forward_gaussian_splatting_for_noisy_3d_s,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0185_general_gst_vla_structured_gaussian_spatial_tokens_for_3d_depth_awa,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0186_general_skipgs_post_densification_backward_skipping_for_efficient_3,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0187_general_surgcalib_gaussian_splatting_based_hand_eye_calibration_for,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0188_general_where_what_why_toward_explainable_3d_gs_watermarking,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0189_general_improvedgs_a_high_performance_c_cuda_re_implementation_s,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0190_general_spherical_gof_geometry_aware_panoramic_gaussian_opacity_fie,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0191_general_dynamicvggt_learning_dynamic_point_maps_for_4d_scene_recons,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0192_general_holi_spatial_evolving_video_streams_into_holistic_3d_spatia,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0193_general_embedtalk_triplane_free_talking_head_synthesis_using_embedd,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0194_general_3dgs_hpc_distractor_free_3d_gaussian_splatting_with_hybrid,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0195_general_recondrive_fast_feed_forward_4d_gaussian_splatting_for_auto,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0196_general_colonsplat_reconstruction_of_peristaltic_motion_in_colonosc,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0197_general_active_view_selection_with_perturbed_gaussian_ensemble_for_t,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0198_general_enton_eigenentropy_optimized_neighborhood_densification_in,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0199_general_vg3s_visual_geometry_grounded_gaussian_splatting_for_semant,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0200_general_transforming_omnidirectional_rgb_lidar_data_into_3d_gaussian,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0201_general_ftsplat_feed_forward_triangle_splatting_network,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0202_general_cylindersplat_3d_gaussian_splatting_with_cylindrical_tripla,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0203_general_cog2gen3d_sculpturing_3d_semantic_geometric_cognition_for_3,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0204_general_ssr_gs_separating_specular_reflection_in_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0205_general_gausstwin_unified_simulation_and_correction_with_gaussian_s,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0206_general_glosplat_joint_pose_appearance_optimization_for_faster_and,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0207_general_dsa_srgs_super_resolution_gaussian_splatting_for_dynamic_sp,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0208_general_gaussian_wardrobe_compositional_3d_gaussian_avatars_for_fre,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0209_general_dm_cfo_a_diffusion_model_for_compositional_3d_tooth_generat,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0210_general_virgi_view_dependent_instant_recoloring_of_3d_gaussians_spl,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0211_general_intrinsic_geometry_appearance_consistency_optimization_for_s,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0212_general_generalized_non_exponential_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0213_general_multimodal_prior_guided_importance_sampling_for_hierarchical,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0214_general_r3gw_relightable_3d_gaussians_for_outdoor_scenes_in_the_wil,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0215_general_semgs_feed_forward_semantic_3d_gaussian_splatting_from_spar,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0216_general_liftavatar_kinematic_space_completion_for_expression_contro,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0217_general_sparse_view_distractor_free_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0218_general_flicker_a_fine_grained_contribution_aware_accelerator_for_r,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0219_general_herogs_hierarchical_guidance_for_robust_3d_gaussian_splatti,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0220_general_decoupling_motion_and_geometry_in_4d_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0221_general_tokensplat_token_aligned_3d_gaussian_splatting_for_feed_for,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0222_general_zero_shot_robotic_manipulation_via_3d_gaussian_splatting_enh,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0223_general_artifixer_enhancing_and_extending_3d_reconstruction_with_au,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0224_general_ufo_4d_unposed_feedforward_4d_reconstruction_from_two_image,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0225_general_geodiff4d_geometry_aware_diffusion_for_4d_head_avatar_recon,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0226_general_prune_wisely_reconstruct_sharply_compact_3d_gaussian_splat,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0227_general_diffusionharmonizer_bridging_neural_reconstruction_and_phot,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0228_general_sr3r_rethinking_super_resolution_3d_reconstruction_with_fee,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0229_general_no_calibration_no_depth_no_problem_cross_sensor_view_synt,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0230_general_latent_gaussian_splatting_for_4d_panoptic_occupancy_tracking,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0231_general_gsturb_gaussian_splatting_for_atmospheric_turbulence_mitiga,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0232_general_sapling_nerf_geo_localised_sapling_reconstruction_in_forest,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0233_general_artpro_self_supervised_articulated_object_reconstruction_wi,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0234_general_betterscene_3d_scene_synthesis_with_representation_aligned,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0235_general_gifsplat_generative_prior_guided_iterative_feed_forward_3d,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0236_general_swiftndc_fast_neural_depth_correction_for_high_fidelity_3d,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0237_general_interactive_augmented_reality_enabled_outdoor_scene_visualiz,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0238_general_m_gaussian_an_magnetic_gaussian_framework_for_efficient_mul,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0239_general_monocular_endoscopic_tissue_3d_reconstruction_with_multi_lev,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0240_general_wildghand_learning_anti_perturbation_gaussian_hand_avatars,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0241_general_aesthetic_camera_viewpoint_suggestion_with_3d_aesthetic_fiel,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0242_general_large_scale_photorealistic_outdoor_3d_scene_reconstruction_f,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0243_general_defensesplat_enhancing_the_robustness_of_3d_gaussian_splatt,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0244_general_spatial_temporal_state_propagation_autoregressive_model_for,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0245_general_unifying_color_and_lightness_correction_with_view_adaptive_c,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0246_general_4d_monocular_surgical_reconstruction_under_arbitrary_camera,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0247_general_3d_scene_rendering_with_multimodal_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0248_general_i_physgaussian_implicit_physical_simulation_for_3d_gaussian,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0249_general_semantic_guided_3d_gaussian_splatting_for_transient_object_r,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0250_general_dav_gswt_diffusion_active_view_sampling_for_data_efficient,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0251_general_time_archival_camera_virtualization_for_sports_and_visual_pe,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0252_general_wrivinder_towards_spatial_intelligence_for_geo_locating_gro,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0253_general_learnable_multi_level_discrete_wavelet_transforms_for_3d_gau,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0254_general_gaussian_sequences_with_multi_scale_dynamics_for_4d_reconstr,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0255_general_joint_orientation_and_weight_optimization_for_robust_waterti,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0256_general_nighttime_autonomous_driving_scene_reconstruction_with_physi,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0257_general_flowhoi_flow_based_semantics_grounded_generation_of_hand_ob,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0258_general_gsm_gs_geometry_constrained_single_and_multi_view_gaussian,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0259_general_latentam_real_time_large_scale_latent_gaussian_attention_m,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0260_general_omega_avatar_one_shot_modeling_of_360_gaussian_avatars,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0261_general_gr_diffusion_3d_gaussian_representation_meets_diffusion_in,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0262_general_variation_aware_flexible_3d_gaussian_editing,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0263_general_ready_go_real_to_sim_dynamic_3d_gaussian_splatting_simulati,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0264_general_ergo_excess_risk_guided_optimization_for_high_fidelity_mono,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0265_general_xsplain_xai_enabling_splat_based_prototype_learning_for_att,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0266_general_artisangs_interactive_tools_for_gaussian_splat_selection_wi,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0267_general_compsplat_compression_aware_3d_gaussian_splatting_for_real,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0268_general_toward_fine_grained_facial_control_in_3d_talking_head_genera,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0269_general_grow_with_the_flow_4d_reconstruction_of_growing_plants_with,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0270_general_analysis_of_converged_3d_gaussian_splatting_solutions_densi,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0271_general_flag_4d_flow_guided_local_global_dual_deformation_model_for,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0272_general_scalable_adaptation_of_3d_geometric_foundation_models_via_we,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0273_general_dynfoa_generating_first_order_ambisonics_with_conditional_d,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0274_general_gaussianpop_principled_simplification_framework_for_compact,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0275_general_zero_shot_uav_navigation_in_forests_via_relightable_3d_gauss,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0276_general_tfusionocc_student_s_t_distribution_based_object_centric_mu,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0277_general_uncertainty_aware_4d_gaussian_splatting_for_monocular_occlud,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0278_general_pseudo_view_enhancement_via_confidence_fusion_for_unposed_sp,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0279_general_three_dimensional_damage_visualization_of_civil_structures_v,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0280_general_unified_sensor_simulation_for_autonomous_driving,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0281_general_quantumgs_quantum_encoding_framework_for_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0282_general_nix_and_fix_targeting_1000x_compression_of_3d_gaussian_spla,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0283_general_vecset_edit_unleashing_pre_trained_lrm_for_mesh_editing_fro,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
